"ug","shear","ub","ur","u:0","u:1","u:2","twist","isotropic","uniaxial","Points:0","Points:1","Points:2"
-0.021118,0.00012235,-0.14691,0.16803,-0.0068151,-0.015518,0,-0.00047557,-0.00014582,-0.00012369,331.43,20.031,0
0.036431,6.3566e-05,-0.17756,0.14113,-0.0017806,-0.017275,0,-0.00052896,-0.00013857,-0.00013273,328.24,9.8399,0
0.030207,9.8099e-05,-0.22127,0.19107,-0.0038023,-0.021892,0,-0.00047868,-0.00012043,-0.00010066,320.54,19.097,0
0.053476,3.3211e-06,-0.13821,0.084738,0.0012314,-0.012847,0,-0.00059629,-0.00015993,-0.00016105,335.63,0,0
0.10122,5.4493e-07,-0.20681,0.10559,0.0040524,-0.018717,0,-0.00058906,-0.00012499,-0.00012558,325.76,0,0
0.036431,6.3693e-05,-0.17756,0.14113,-0.0017806,-0.017275,0,-0.00052895,-0.00013908,-0.00013361,328.24,9.8399,0
-0.95783,-7.9158e-05,0.21921,0.73862,-0.09293,-0.00048653,0,-8.4583e-05,-3.5323e-06,5.5117e-05,587.5,123.53,0
-0.93479,-0.00012508,0.21804,0.71676,-0.090566,-5.5824e-05,0,-0.00011849,9.0365e-05,0.00011997,590.31,113.73,0
-0.94688,-0.00013507,0.21738,0.72951,-0.091847,-0.0004123,0,-0.00012957,5.5517e-05,0.00010406,594.94,122.14,0
1.7618,0.00030419,-0.99896,-0.76282,0.15222,-0.05999,0,0.00069132,0.00019175,0.00073858,446.29,261.31,0
1.548,0.00046249,-0.86812,-0.6799,0.13405,-0.051727,0,0.00069588,0.00010105,0.00066005,437.71,251.18,0
1.6218,0.00037103,-0.92029,-0.70153,0.1401,-0.055295,0,0.00059446,0.0001296,0.00063381,434.19,259.4,0
-0.20305,0.00055961,0.078508,0.12455,-0.018694,0.003171,0,-0.00027652,-0.00023846,9.9276e-05,373.46,102.71,0
-0.22582,0.00054173,0.093061,0.13276,-0.02061,0.0041141,0,-0.00031516,-0.00022591,4.7723e-05,371.4,93.904,0
-0.18154,0.00051683,0.019153,0.16239,-0.018317,-0.0023809,0,-0.0002861,-0.00021643,7.4344e-05,365.6,99.873,0
1.4974,0.00055772,-0.94594,-0.55146,0.12633,-0.060889,0,0.00035201,4.0528e-05,0.00020078,387.27,270.06,0
1.5822,0.00043734,-0.97191,-0.61028,0.13435,-0.061517,0,0.00034664,4.5484e-06,0.00015384,391.8,278.46,0
1.5724,0.00050714,-0.97581,-0.59662,0.13321,-0.062149,0,0.00037611,5.5512e-06,9.3019e-05,385.66,278.04,0
-0.91646,-9.151e-05,0.21529,0.70116,-0.088741,0.00010194,0,-0.0001343,0.00011069,0.00014557,600.15,114.37,0
-0.93479,-0.00010642,0.21804,0.71676,-0.090566,-5.5824e-05,0,-9.987e-05,5.6485e-05,8.6116e-05,590.31,113.73,0
-0.94688,-0.000132,0.21738,0.72951,-0.091847,-0.0004123,0,-0.00014609,6.235e-05,0.00012167,594.94,122.14,0
1.6785,0.00010453,-1.0133,-0.66519,0.14309,-0.063444,0,0.00033179,-0.00013529,0.0004379,406.53,289.47,0
1.6902,0.00011588,-1.0066,-0.68364,0.14452,-0.062479,0,0.00029396,-1.8921e-05,0.00053055,415.03,284.68,0
1.6356,0.00023815,-0.981,-0.65461,0.13963,-0.06117,0,0.00016931,0.00014576,0.00014844,405.87,281.76,0
5.107,-0.00011258,-3.2436,-1.8634,0.43032,-0.20944,0,0.0021602,-6.2569e-05,3.8476e-05,14.678,456.92,0
5.3311,-9.3737e-05,-3.3831,-1.948,0.44929,-0.21834,0,0.0022087,-5.5018e-05,-8.8597e-06,18.273,466.11,0
5.1792,-0.00016146,-3.4513,-1.7279,0.43131,-0.22895,0,0.0021898,-7.4605e-05,1.8995e-05,23.086,457.57,0
3.356,0.00088114,-3.9982,0.64215,0.22415,-0.3284,0,0.0013131,-0.00091857,0.0011078,200.93,334.97,0
3.3319,0.0009168,-3.9968,0.66489,0.22168,-0.32884,0,0.0014349,-0.0010252,0.0012391,210.64,333.02,0
3.0971,0.00091865,-3.7594,0.66232,0.20466,-0.31019,0,0.001184,-0.0010718,0.0011015,204.36,325.72,0
2.8765,0.00093724,-3.5427,0.66617,0.18848,-0.29331,0,0.00096997,-0.0010962,0.0010694,208,317.6,0
2.8606,0.00084814,-3.5189,0.65829,0.18758,-0.29126,0,0.00098264,-0.00097996,0.00096701,198.05,317.01,0
3.0971,0.00091436,-3.7594,0.66232,0.20466,-0.31019,0,0.0011654,-0.0010444,0.0010748,204.36,325.72,0
0.99927,0.00072343,-0.58018,-0.41909,0.085911,-0.035413,0,0.00056904,-0.00011988,0.00036062,418.65,220.93,0
0.99938,0.00075673,-0.56345,-0.43592,0.086447,-0.033701,0,0.0006952,-0.00012888,0.00037228,428.43,219.59,0
1.1194,0.00069895,-0.63427,-0.48509,0.096726,-0.038071,0,0.0006214,-7.3715e-05,0.00043163,424.86,227.78,0
3.2575,0.00081759,-3.2587,0.0012423,0.2371,-0.25519,0,-0.00029944,-0.0003926,0.0002167,344.47,351.12,0
3.3224,0.00085656,-3.3231,0.00074127,0.24184,-0.26022,0,-0.00035552,-0.00043052,0.00013719,344.96,360.65,0
3.32,0.00086581,-3.3699,0.049925,0.24013,-0.26506,0,-0.00027035,-0.00041023,0.00025362,337.62,354.5,0
-0.9661,-9.1757e-05,0.24194,0.72415,-0.093077,0.0016394,0,-4.4042e-05,-4.7628e-05,4.9686e-05,539.48,110.98,0
-0.97085,-9.2864e-05,0.2446,0.72625,-0.093489,0.0017975,0,-4.5071e-05,-5.4791e-05,4.919e-05,529.55,114.12,0
-0.97773,-9.265e-05,0.23559,0.74214,-0.09449,0.00071225,0,-5.0528e-05,-5.0225e-05,5.083e-05,537.8,121.09,0
1.3367,0.001362,-1.6297,0.29304,0.088106,-0.13461,0,2.8239e-05,-0.00062601,0.00086379,324.6,247.23,0
1.4032,0.0014483,-1.6039,0.20063,0.095853,-0.13038,0,-0.00017189,-0.00058687,0.00075196,331.96,251.93,0
1.2198,0.0013744,-1.4384,0.2186,0.081932,-0.11785,0,1.5763e-05,-0.00052353,0.00078298,331.21,241.61,0
1.9179,0.00048985,-1.0793,-0.83863,0.16597,-0.064469,0,0.00018949,0.00018475,0.00054972,448.74,277.03,0
1.958,0.00044817,-1.1452,-0.81287,0.16808,-0.07024,0,5.4075e-05,4.5738e-05,0.00064684,444.39,285.86,0
1.847,0.00036019,-1.0763,-0.77064,0.15867,-0.065862,0,0.0003884,7.6446e-05,0.00071045,439.01,277.17,0
-0.9661,-8.7984e-05,0.24194,0.72415,-0.093077,0.0016394,0,-3.9828e-05,-4.7063e-05,5.1646e-05,539.48,110.98,0
-0.97085,-9.1588e-05,0.2446,0.72625,-0.093489,0.0017975,0,-4.3403e-05,-5.4946e-05,5.0275e-05,529.55,114.12,0
-0.96212,-8.6516e-05,0.25077,0.71135,-0.092386,0.002636,0,-3.3388e-05,-5.3874e-05,4.8918e-05,530.89,105.41,0
1.0025,0.0013391,-1.2523,0.24978,0.065139,-0.10402,0,0.00021804,-0.00044421,0.00086127,330.55,230.41,0
1.124,0.0013685,-1.2651,0.14111,0.077397,-0.10243,0,5.6604e-07,-0.0004114,0.00075164,338.18,236.81,0
1.2198,0.0013779,-1.4384,0.2186,0.081932,-0.11785,0,2.3634e-05,-0.00052193,0.00078684,331.21,241.61,0
4.104,0.0001864,-4.5892,0.48515,0.28353,-0.37092,0,-0.0011294,-0.00060882,-0.00059333,297.7,460.84,0
4.1035,0.00027321,-4.5183,0.41484,0.2857,-0.3637,0,-0.0010868,-0.00055792,-0.00043367,302.65,452.19,0
3.973,0.00013732,-4.4471,0.47413,0.27434,-0.35954,0,-0.0012155,-0.00056793,-0.00052288,306.22,460.27,0
4.0948,0.00035869,-4.4187,0.32391,0.28793,-0.35373,0,-0.00092995,-0.0004829,-0.00020753,308.61,441.85,0
4.2025,0.00044745,-4.5854,0.38285,0.29392,-0.36818,0,-0.0009864,-0.00057518,-0.00037251,298.67,445.73,0
4.1035,0.00026882,-4.5183,0.41484,0.2857,-0.3637,0,-0.0010888,-0.00055157,-0.00042373,302.65,452.19,0
2.0279,-1.642e-05,-1.086,-0.94194,0.17722,-0.062524,0,-0.00014033,2.258e-06,-5.61e-06,649.41,417.55,0
2.0412,-1.4591e-05,-1.092,-0.94921,0.17842,-0.062823,0,-0.00013473,4.5658e-07,-6.2643e-06,647.42,409.79,0
2.0324,-1.6126e-05,-1.0998,-0.93267,0.17726,-0.063824,0,-0.00014344,-1.699e-06,-3.6787e-06,639.05,417.61,0
2.8404,-0.00091209,-3.0622,0.22177,0.19982,-0.24507,0,0.0014789,-0.00016767,0.00048595,50.414,337.44,0
2.9523,-0.00083231,-3.3087,0.35639,0.20373,-0.26758,0,0.0011804,-0.00027624,9.2204e-05,58.944,344.74,0
2.9281,-0.0010779,-3.3011,0.37291,0.20146,-0.26738,0,0.0011927,-9.6981e-05,0.00027051,60.534,334.95,0
2.9828,-0.00091827,-3.4878,0.50506,0.20128,-0.28517,0,0.00093873,-0.00020218,-2.6458e-05,68.543,340.99,0
2.9523,-0.00083183,-3.3087,0.35639,0.20373,-0.26758,0,0.001188,-0.00025196,0.00011764,58.944,344.74,0
2.9281,-0.0010414,-3.3011,0.37291,0.20146,-0.26738,0,0.0011431,-0.00013013,0.00022339,60.534,334.95,0
1.0022,0.00079275,-0.60422,-0.39801,0.085464,-0.037799,0,0.001422,0.00015409,0.00091724,485.09,204.3,0
1.0016,0.0009159,-0.62503,-0.37658,0.084746,-0.039941,0,0.001612,0.00019608,0.0010387,493.85,199.74,0
0.76004,0.0010224,-0.48415,-0.27589,0.063996,-0.031316,0,0.0015748,9.6852e-05,0.00085907,486.28,194.87,0
0.51773,0.0012136,-0.3525,-0.16523,0.042881,-0.023653,0,0.001595,-3.2013e-05,0.00067147,478.49,189.43,0
0.4936,0.00132,-0.36209,-0.1315,0.040064,-0.025209,0,0.0018104,4.6258e-05,0.00083863,487.78,186.1,0
0.76004,0.0010447,-0.48415,-0.27589,0.063996,-0.031316,0,0.0015959,9.8176e-05,0.00087534,486.28,194.87,0
2.0527,-4.8923e-06,-1.16,-0.89271,0.17748,-0.069494,0,-0.0001775,-1.6866e-05,-1.8791e-06,600.27,418.87,0
2.0436,-1.0234e-05,-1.1424,-0.90119,0.17708,-0.067917,0,-0.00016744,-1.1542e-05,-1.6654e-06,609.94,420.21,0
2.0593,-4.8091e-06,-1.1505,-0.90879,0.17846,-0.06837,0,-0.00016421,-1.7593e-05,-2.5125e-06,606.47,412.57,0
1.4505,0.00055424,-0.90802,-0.54245,0.12263,-0.058136,0,0.00034663,3.4426e-05,0.00030448,393.97,263.86,0
1.3776,0.00059049,-0.85758,-0.51997,0.11662,-0.054723,0,0.0003636,2.5006e-05,0.00036809,398.18,255.71,0
1.3634,0.00065089,-0.89013,-0.47327,0.11412,-0.058387,0,0.00033054,3.2913e-05,0.0002853,386.61,257.38,0
3.0125,0.00051719,-3.9849,0.97239,0.18877,-0.33525,0,0.00052839,0.00014465,-0.00016604,95.748,324.05,0
3.0763,0.00063183,-3.99,0.91377,0.19525,-0.33426,0,0.00039782,-2.137e-05,0.00026304,104.08,329.41,0
3.0888,-2.4964e-06,-3.9653,0.87651,0.19734,-0.33143,0,0.00082318,0.00036382,-0.00023338,96.523,333.19,0
1.4505,0.00055429,-0.90802,-0.54245,0.12263,-0.058136,0,0.00034755,3.449e-05,0.00030356,393.97,263.86,0
1.4974,0.00056251,-0.94594,-0.55146,0.12633,-0.060889,0,0.00035425,3.5014e-05,0.00020548,387.27,270.06,0
1.3634,0.00065037,-0.89013,-0.47327,0.11412,-0.058387,0,0.00033064,3.3449e-05,0.00028512,386.61,257.38,0
0.53379,7.0468e-05,-0.99916,0.46537,0.024242,-0.089355,0,6.2978e-05,-9.5293e-05,-8.7613e-05,121.88,211.04,0
0.55662,8.3109e-05,-1.0055,0.44886,0.026423,-0.089455,0,6.8589e-05,-9.5612e-05,-0.00010669,112.42,213.55,0
0.55342,6.6513e-05,-1.0038,0.45036,0.026143,-0.089358,0,6.5826e-05,-9.7748e-05,-0.00010952,117.4,218.76,0
1.5057,0.00047867,-0.91201,-0.59372,0.12827,-0.057222,0,0.00035759,4.5239e-05,0.0003585,403.63,266.24,0
1.4505,0.000555,-0.90802,-0.54245,0.12263,-0.058136,0,0.00034392,3.3441e-05,0.0003017,393.97,263.86,0
1.3776,0.00059364,-0.85758,-0.51997,0.11662,-0.054723,0,0.00036558,3.0278e-05,0.00037276,398.18,255.71,0
2.0003,0.00088722,-2.64,0.63969,0.12553,-0.222,0,0.00069481,-0.00079276,0.00072069,208.35,278.96,0
1.9994,0.00078259,-2.6434,0.64399,0.12533,-0.22237,0,0.00071095,-0.0008096,0.00073369,198.63,278.37,0
2.178,0.00083525,-2.8183,0.64026,0.13845,-0.23597,0,0.00069965,-0.00081645,0.0008185,201.17,287.09,0
2.36,0.00082325,-3.0001,0.6401,0.1517,-0.2502,0,0.0007164,-0.00086319,0.00087953,203.7,295.72,0
2.3543,0.00078796,-3.0003,0.64598,0.1511,-0.25036,0,0.00073709,-0.00085296,0.00084852,194.01,295.37,0
2.178,0.00082625,-2.8183,0.64026,0.13845,-0.23597,0,0.00070161,-0.00081267,0.00081101,201.17,287.09,0
3.4178,0.00088568,-3.7053,0.28746,0.23979,-0.29699,0,0.00015128,-0.00070213,0.00060513,292.31,347.31,0
3.4699,0.00097911,-3.8114,0.34154,0.24188,-0.30659,0,6.6002e-05,-0.00080847,0.00072599,282.69,348.49,0
3.3351,0.00092996,-3.6366,0.30155,0.23332,-0.29195,0,0.00026854,-0.00078063,0.00071639,287.16,341.16,0
1.2886,0.00075542,-0.90293,-0.38571,0.10593,-0.061482,0,0.00027277,4.232e-05,0.00024446,376,252.41,0
1.2183,0.00072601,-0.83257,-0.38576,0.10081,-0.055972,0,0.00028288,1.7571e-05,0.00032781,383.79,244.97,0
1.3634,0.00064948,-0.89013,-0.47327,0.11412,-0.058387,0,0.00033607,3.1429e-05,0.00028209,386.61,257.38,0
3.7137,-2.599e-06,-4.3918,0.67813,0.24905,-0.36008,0,-0.0013547,-0.00069414,-0.00069327,306.01,481,0
3.5299,-3.9476e-06,-4.2118,0.68195,0.23556,-0.34608,0,-0.0014885,-0.00067246,-0.00067524,315.89,481,0
3.7777,5.1577e-05,-4.3475,0.56977,0.25712,-0.35402,0,-0.0013553,-0.00061624,-0.00061176,310.39,470.64,0
1.652,0.00079389,-0.99335,-0.65869,0.14096,-0.062039,0,0.0016082,0.00040173,0.0012107,498.61,217.35,0
1.3526,0.00089041,-0.80798,-0.54461,0.11557,-0.05025,0,0.0017852,0.00020081,0.0013112,490.3,212.47,0
1.386,0.00094108,-0.84455,-0.54146,0.11791,-0.053189,0,0.0018624,0.00024477,0.0014074,498.13,208.8,0
1.652,0.00086011,-0.99335,-0.65869,0.14096,-0.062039,0,0.0015446,0.00037474,0.0011911,498.61,217.35,0
1.6245,0.00091012,-0.99245,-0.63202,0.13811,-0.062606,0,0.0016734,0.00046241,0.0012532,506.2,211.22,0
1.386,0.00090849,-0.84455,-0.54146,0.11791,-0.053189,0,0.0018937,0.00025849,0.0014175,498.13,208.8,0
1.0016,0.0011002,-0.62503,-0.37658,0.084746,-0.039941,0,0.0019491,0.00024228,0.0013262,493.85,199.74,0
1.3526,0.00090035,-0.80798,-0.54461,0.11557,-0.05025,0,0.0017469,0.00024563,0.0012531,490.3,212.47,0
1.386,0.00094838,-0.84455,-0.54146,0.11791,-0.053189,0,0.0018084,0.00029923,0.001331,498.13,208.8,0
3.8331,9.2825e-05,-4.299,0.4659,0.26442,-0.34775,0,-0.0013245,-0.00053083,-0.00051832,314.77,460.95,0
3.973,0.00013153,-4.4471,0.47413,0.27434,-0.35954,0,-0.0012125,-0.00056428,-0.0005237,306.22,460.27,0
3.7777,5.2371e-05,-4.3475,0.56977,0.25712,-0.35402,0,-0.0013585,-0.00061887,-0.00061518,310.39,470.64,0
2.0279,-1.6365e-05,-1.086,-0.94194,0.17722,-0.062524,0,-0.00014027,2.1018e-06,-5.4532e-06,649.41,417.55,0
2.0168,-1.7392e-05,-1.0865,-0.93034,0.17605,-0.06284,0,-0.00014581,2.1235e-06,-3.799e-06,646.51,424.93,0
2.0324,-1.626e-05,-1.0998,-0.93267,0.17726,-0.063824,0,-0.00014358,-1.4107e-06,-3.9685e-06,639.05,417.61,0
0.84572,0.00033867,-1.2307,0.38499,0.049476,-0.10556,0,0.00013528,-0.00032307,0.00027857,41.338,235.43,0
0.80509,0.00042497,-1.1812,0.37613,0.046796,-0.10148,0,3.7683e-05,-0.00023347,0.00015475,46.79,230.42,0
0.84853,0.00060541,-1.2101,0.36156,0.050416,-0.10339,0,-0.0001522,-0.00029275,0.00016865,49.811,239,0
0.80509,0.00042582,-1.1812,0.37613,0.046796,-0.10148,0,3.5924e-05,-0.00023265,0.00015649,46.79,230.42,0
0.78768,0.00053873,-1.1387,0.35099,0.046319,-0.097546,0,-8.209e-05,-0.00015682,-8.4014e-05,55.463,232.38,0
0.84853,0.00063048,-1.2101,0.36156,0.050416,-0.10339,0,-0.00017247,-0.00030755,0.00016982,49.811,239,0
0.58133,0.0001003,-1.0128,0.43149,0.028768,-0.089615,0,7.3753e-05,-9.5269e-05,-0.00012493,102.83,215.5,0
0.60755,0.00012575,-1.0221,0.41459,0.031208,-0.089941,0,7.6109e-05,-9.6237e-05,-0.00013923,93.11,216.71,0
0.58368,0.00012521,-1.0174,0.43375,0.028868,-0.09003,0,7.5069e-05,-9.5003e-05,-0.00011234,96.269,208.55,0
0.55897,0.00012266,-1.0108,0.45185,0.026501,-0.089945,0,7.6568e-05,-9.2931e-05,-8.6764e-05,99.06,199.41,0
0.58516,0.00014345,-1.0218,0.43665,0.028885,-0.090442,0,7.9782e-05,-9.3753e-05,-9.7548e-05,90.068,202.8,0
0.58368,0.00012532,-1.0174,0.43375,0.028868,-0.09003,0,7.5174e-05,-9.5119e-05,-0.00011211,96.269,208.55,0
0.76237,0.00040817,-1.1345,0.37211,0.043813,-0.097722,0,3.3065e-05,-0.00017458,1.3141e-05,53.002,225.56,0
0.80509,0.00043337,-1.1812,0.37613,0.046796,-0.10148,0,4.5081e-05,-0.00023096,0.00015103,46.79,230.42,0
0.78768,0.00053544,-1.1387,0.35099,0.046319,-0.097546,0,-9.7003e-05,-0.00018057,-5.6165e-05,55.463,232.38,0
0.0012229,0.00035324,-0.50997,0.50875,-0.015891,-0.052088,0,-8.6594e-06,-0.00015215,5.1234e-05,276.84,97.381,0
0.040783,0.0003778,-0.53676,0.49598,-0.01261,-0.053881,0,2.4093e-05,-0.00017639,6.1006e-05,277.33,106.31,0
0.044037,0.0003587,-0.5601,0.51606,-0.013003,-0.056188,0,3.4062e-05,-0.00017493,3.6944e-05,267.88,102.31,0
0.36929,0.00031009,-0.83007,0.46078,0.012411,-0.076006,0,0.00013093,-0.00017731,0.0002627,270.85,167.45,0
0.32431,0.00030206,-0.79569,0.47138,0.0088041,-0.073567,0,0.00010773,-0.00017388,0.00021925,266.49,159.64,0
0.37453,0.0002691,-0.85349,0.47897,0.012221,-0.078274,0,0.00012918,-0.0001638,0.0002439,260.73,168.99,0
3.1857,0.0008304,-3.1873,0.0015706,0.23187,-0.2496,0,-0.00025366,-0.00034139,0.00032794,344.03,341.59,0
3.2575,0.00082575,-3.2587,0.0012423,0.2371,-0.25519,0,-0.00029688,-0.00038363,0.00021944,344.47,351.12,0
3.2678,0.0008713,-3.3349,0.06713,0.23579,-0.26273,0,-0.00018176,-0.00036522,0.00029904,335.26,347.22,0
3.3612,0.00084575,-3.4725,0.1113,0.2412,-0.27456,0,-0.00015254,-0.0004537,0.00029619,328.2,353.81,0
3.2678,0.00085909,-3.3349,0.06713,0.23579,-0.26273,0,-0.00017243,-0.00037627,0.0002889,335.26,347.22,0
3.2718,0.00083956,-3.4103,0.13852,0.23384,-0.27034,0,2.8423e-06,-0.00041018,0.0003639,324.42,343.72,0
0.99933,0.00077027,-0.73715,-0.26218,0.080987,-0.051454,0,0.00020282,-5.2203e-05,0.00035749,379.5,226.25,0
0.99947,0.00072536,-0.68345,-0.31602,0.082688,-0.045962,0,0.0002785,-7.2856e-05,0.00036339,389.3,225.01,0
1.0946,0.00074322,-0.77734,-0.31728,0.089655,-0.053284,0,0.00022189,-1.8509e-05,0.00034474,381.93,234.4,0
3.1787,0.0010422,-3.5077,0.32905,0.22107,-0.28252,0,0.00052136,-0.0010114,0.00099824,276.22,331.9,0
3.1736,0.0012565,-3.5485,0.37491,0.21926,-0.28681,0,0.00040247,-0.0012408,0.0012558,266.32,330.78,0
3.3367,0.0011761,-3.7207,0.38402,0.23085,-0.30051,0,0.0001339,-0.0010593,0.0010254,270.8,338.61,0
3.5128,0.0012933,-3.9963,0.48347,0.24055,-0.32446,0,-0.0002062,-0.00101,0.0010384,265.28,346.71,0
3.4457,0.001129,-3.8298,0.38407,0.23879,-0.30905,0,5.0893e-06,-0.00093295,0.00088086,274.84,345.22,0
3.3367,0.0011934,-3.7207,0.38402,0.23085,-0.30051,0,0.00011978,-0.001069,0.0010463,270.8,338.61,0
1.2183,0.00072511,-0.83257,-0.38576,0.10081,-0.055972,0,0.00027948,1.557e-05,0.00032757,383.79,244.97,0
1.0946,0.0007524,-0.77734,-0.31728,0.089655,-0.053284,0,0.0002368,-2.1279e-05,0.00034506,381.93,234.4,0
1.1338,0.00070696,-0.7575,-0.37626,0.094356,-0.050321,0,0.00029751,-2.6359e-05,0.00036422,390,236.44,0
0.99947,0.00072616,-0.68345,-0.31602,0.082688,-0.045962,0,0.00027223,-7.3561e-05,0.00035714,389.3,225.01,0
1.0946,0.0007417,-0.77734,-0.31728,0.089655,-0.053284,0,0.00022579,-1.9129e-05,0.00034839,381.93,234.4,0
1.1338,0.00070727,-0.7575,-0.37626,0.094356,-0.050321,0,0.00029918,-2.3912e-05,0.00036128,390,236.44,0
3.6373,9.1171e-05,-4.111,0.47369,0.24992,-0.33321,0,-0.0015118,-0.00051066,-0.00057048,324.34,464.18,0
3.8331,9.0885e-05,-4.299,0.4659,0.26442,-0.34775,0,-0.0013285,-0.00053345,-0.00051627,314.77,460.95,0
3.8237,8.5057e-05,-4.2005,0.37677,0.26653,-0.3379,0,-0.0013829,-0.00042628,-0.00049116,321.71,453.9,0
0.32431,0.00030155,-0.79569,0.47138,0.0088041,-0.073567,0,0.00010889,-0.00017387,0.00022029,266.49,159.64,0
0.37453,0.0002696,-0.85349,0.47897,0.012221,-0.078274,0,0.00012776,-0.00016396,0.00024256,260.73,168.99,0
0.32285,0.00026405,-0.81186,0.489,0.0081443,-0.075254,0,0.00010128,-0.00016058,0.0001926,255.71,159.03,0
3.8098,0.00068765,-3.9961,0.18634,0.2715,-0.31735,0,-0.00026827,-0.00050545,-4.8847e-05,334.82,415.93,0
3.8143,0.0005896,-3.9945,0.18022,0.27202,-0.31707,0,-0.00022287,-0.00056226,-0.00014732,339.45,424.69,0
3.903,0.00067155,-4.0933,0.19025,0.27817,-0.32505,0,-0.00018043,-0.00043933,-0.00016226,329.51,423.82,0
3.9989,0.0007804,-4.2144,0.21551,0.28435,-0.33514,0,-0.00022278,-0.00045361,-9.7632e-05,318.81,423.47,0
3.9967,0.00075655,-4.1794,0.18269,0.28522,-0.33161,0,-0.00018106,-0.00043887,-0.00018748,324.91,431.34,0
3.903,0.00071654,-4.0933,0.19025,0.27817,-0.32505,0,-0.00019041,-0.00050357,-0.00013774,329.51,423.82,0
2.8848,0.000911,-3.5742,0.68937,0.18836,-0.29633,0,0.0005885,-0.00091979,0.001027,128.35,319.81,0
2.8634,0.00095109,-3.5876,0.72418,0.18571,-0.29821,0,0.00043502,-0.0010094,0.0011123,118.44,318.69,0
3.0346,0.00094872,-3.7898,0.75521,0.1972,-0.31479,0,0.00032628,-0.00089636,0.0011092,119.97,327.14,0
3.1497,0.00093148,-3.9944,0.84471,0.20276,-0.33295,0,0.00016214,-0.0007295,0.0011532,112.99,333.7,0
3.2199,0.00095201,-3.9968,0.7769,0.21001,-0.33152,0,0.00031633,-0.0007046,0.001101,122.48,336.54,0
3.0346,0.00098839,-3.7898,0.75521,0.1972,-0.31479,0,0.00030351,-0.00094178,0.0011653,119.97,327.14,0
3.5548,0.00086409,-3.7243,0.16951,0.25347,-0.29567,0,-0.00023843,-0.0005591,0.00031259,320.6,370.03,0
3.4568,0.00085927,-3.5864,0.12954,0.24759,-0.28391,0,-0.00021216,-0.00050544,0.00029051,325.77,362.67,0
3.4816,0.00083623,-3.6566,0.17499,0.24796,-0.29049,0,-0.00013072,-0.00053606,0.00034817,317.82,360.85,0
4.2575,0.00015953,-4.7454,0.48793,0.29462,-0.38323,0,-0.0010697,-0.00064526,-0.00074589,288.03,462.4,0
4.104,0.0001865,-4.5892,0.48515,0.28353,-0.37092,0,-0.0011422,-0.00061707,-0.00058772,297.7,460.84,0
4.2545,0.00037224,-4.6913,0.43686,0.296,-0.37777,0,-0.0010147,-0.00060631,-0.0006097,292.58,452.98,0
0.086845,0.00030112,-0.65529,0.56845,-0.011533,-0.064894,0,-0.00012995,-0.00023543,-0.00017214,227.17,80.557,0
0.10265,0.00028701,-0.66142,0.55876,-0.010077,-0.065142,0,-2.2993e-05,-0.00018997,-5.0854e-05,229.12,90.153,0
0.055673,0.00029618,-0.62198,0.56631,-0.013735,-0.062234,0,2.3679e-05,-0.00021948,-5.8886e-05,235.64,83.424,0
0.0029739,0.00033584,-0.58588,0.58291,-0.018093,-0.059804,0,9.9823e-05,-0.00017934,-9.2501e-05,242.37,77.804,0
0.044101,0.00032514,-0.60294,0.55884,-0.014343,-0.060565,0,6.3184e-05,-0.00018745,-3.3471e-05,244.27,88.039,0
0.055673,0.00033791,-0.62198,0.56631,-0.013735,-0.062234,0,5.0039e-05,-0.00024286,-9.2502e-05,235.64,83.424,0
0.47992,2.9754e-05,-0.94346,0.46354,0.020378,-0.08495,0,0.00017967,-3.0811e-05,2.5978e-05,18.355,147.33,0
0.46935,3.4739e-05,-0.94527,0.47591,0.019221,-0.085387,0,0.00016121,-3.0947e-05,2.2948e-05,23.735,141.79,0
0.48786,4.5325e-05,-0.95825,0.47039,0.020741,-0.086271,0,0.00016821,-3.974e-05,2.8892e-05,27.104,149.37,0
0.67908,0.00020349,-1.048,0.3689,0.03785,-0.090873,0,5.2537e-05,-9.0553e-05,-0.00020733,75.563,225.54,0
0.68076,0.00015755,-1.0341,0.35331,0.038462,-0.089411,0,6.2582e-05,-8.1541e-05,-0.00023764,79.269,232.91,0
0.65322,0.00014492,-1.0312,0.37802,0.035681,-0.089779,0,7.318e-05,-9.2732e-05,-0.00019162,84.097,226.87,0
-0.39551,-1.6224e-05,-0.85402,1.2495,-0.06804,-0.096729,0,0.0017951,-0.00076955,0.00076775,691,107.98,0
-0.5872,-1.8953e-05,-0.67367,1.2609,-0.082352,-0.082879,0,0.001156,-0.00064872,0.00063571,691,98.163,0
-0.47542,-0.00011264,-0.69484,1.1703,-0.071368,-0.082371,0,0.0017603,-0.00052134,0.00054877,684.55,106.09,0
0.58761,0.00086482,-0.47742,-0.1102,0.04624,-0.034749,0,0.00029167,-0.00022979,0.00030643,382.57,196.34,0
0.69285,0.0008798,-0.55814,-0.13471,0.054671,-0.040483,0,0.00027717,-0.00018665,0.00032958,379.59,203.92,0
0.72114,0.0008649,-0.53263,-0.1885,0.05842,-0.037201,0,0.00036656,-0.00018311,0.00033739,387.58,206.06,0
0.99947,0.0008532,-0.68345,-0.31602,0.082688,-0.045962,0,0.00041213,-8.4918e-05,0.00040337,389.3,225.01,0
0.9993,0.0008433,-0.63983,-0.35947,0.08404,-0.041508,0,0.00051104,-9.6955e-05,0.00041404,399.09,223.67,0
