"ug","shear","ub","ur","u:0","u:1","u:2","twist","isotropic","uniaxial","Points:0","Points:1","Points:2"
3.617,0.00081396,-4.2409,0.62387,0.24372,-0.34697,0,0.0008888,-0.00071595,0.00067977,213.13,345.44,0
3.5715,0.00080629,-4.1906,0.61909,0.24056,-0.34292,0,0.0010191,-0.00076186,0.00079652,203.41,343.64,0
3.8004,0.00085867,-4.3931,0.59273,0.25805,-0.35815,0,0.00089093,-0.0007923,0.00070273,205.38,353.45,0
3.5715,0.00081266,-4.1906,0.61909,0.24056,-0.34292,0,0.0010123,-0.00076211,0.00079892,203.41,343.64,0
3.8004,0.00085676,-4.3931,0.59273,0.25805,-0.35815,0,0.00089376,-0.0007941,0.00069996,205.38,353.45,0
3.7585,0.00087309,-4.3449,0.5864,0.2552,-0.35422,0,0.0010185,-0.00083443,0.00083083,194.5,351.59,0
3.9998,0.00093557,-4.561,0.56113,0.27356,-0.37053,0,0.00089946,-0.00088956,0.00067381,198.1,361.51,0
4.0003,0.00088433,-4.5709,0.57062,0.2733,-0.37154,0,0.00079404,-0.00083384,0.00061105,208,362.6,0
3.8004,0.00085787,-4.3931,0.59273,0.25805,-0.35815,0,0.00088512,-0.0007925,0.00070925,205.38,353.45,0
3.9998,0.00094547,-4.561,0.56113,0.27356,-0.37053,0,0.0009319,-0.00087632,0.00070742,198.1,361.51,0
3.8004,0.00085045,-4.3931,0.59273,0.25805,-0.35815,0,0.00088502,-0.00079997,0.0007084,205.38,353.45,0
3.7585,0.0008703,-4.3449,0.5864,0.2552,-0.35422,0,0.001017,-0.00083012,0.00082723,194.5,351.59,0
0.35252,-3.4017e-06,-0.90937,0.55685,0.0081726,-0.084511,0,3.4482e-05,3.1984e-06,3.2629e-06,34.845,8.9098,0
0.3511,-3.1481e-06,-0.90531,0.55421,0.0081527,-0.08413,0,3.6163e-05,2.1481e-06,1.6608e-06,24.983,9.8713,0
0.3548,-4.9151e-06,-0.90892,0.55412,0.0084249,-0.08441,0,3.3812e-05,2.0222e-06,1.7881e-06,32.244,17.771,0
0.3511,-3.3352e-06,-0.90531,0.55421,0.0081527,-0.08413,0,3.5948e-05,1.9636e-06,1.6581e-06,24.983,9.8713,0
0.35129,-3.0332e-06,-0.9016,0.55031,0.0082889,-0.083746,0,3.5509e-05,1.4668e-06,2.3853e-08,15.224,14.822,0
0.35449,-5.0011e-06,-0.90564,0.55115,0.0084952,-0.084082,0,3.5038e-05,1.726e-06,5.2593e-07,23.985,20.898,0
2.9902,0.00094292,-2.7598,-0.23037,0.22492,-0.21059,0,-0.00062559,-0.0004496,-0.00014764,387.16,378.9,0
3.0169,0.00097071,-2.8251,-0.19186,0.22566,-0.21662,0,-0.00059734,-0.00043891,-0.00016765,382.09,372.2,0
3.1051,0.0009307,-2.9361,-0.16896,0.23136,-0.22586,0,-0.00060208,-0.00046446,-0.00018197,377.6,380.41,0
-0.93995,-9.6884e-05,0.28284,0.65711,-0.089068,0.0064441,0,-3.7409e-05,-7.9689e-05,2.7778e-05,504.61,83.553,0
-0.93254,-9.3785e-05,0.28823,0.64431,-0.088126,0.0071715,0,-2.4944e-05,-8.6749e-05,8.0997e-06,506.74,75.014,0
-0.93268,-0.00010869,0.28983,0.64284,-0.08809,0.0073323,0,-5.115e-05,-8.6174e-05,2.6477e-05,495.27,80.45,0
3.4168,0.00023438,-4.1383,0.72148,0.22609,-0.34127,0,0.0013902,-8.7567e-07,0.00093991,98.003,358.24,0
3.2603,1.568e-05,-4.0249,0.76459,0.21334,-0.33342,0,0.0011638,8.8284e-05,0.00065385,96.576,350.01,0
3.3899,0.00035825,-4.1438,0.75383,0.22311,-0.34247,0,0.001174,-2.6444e-05,0.00076259,103.37,353.51,0
0.3511,-3.2323e-06,-0.90531,0.55421,0.0081527,-0.08413,0,3.5897e-05,2.2551e-06,1.9356e-06,24.983,9.8713,0
0.3548,-4.8538e-06,-0.90892,0.55412,0.0084249,-0.08441,0,3.3978e-05,1.9466e-06,1.6165e-06,32.244,17.771,0
0.35449,-5.0545e-06,-0.90564,0.55115,0.0084952,-0.084082,0,3.5051e-05,1.4986e-06,3.0452e-07,23.985,20.898,0
1.9327,-6.0055e-06,-1.052,-0.88071,0.16837,-0.061327,0,-0.00014408,5.5727e-06,5.1266e-06,656.34,472.33,0
1.931,-4.5958e-06,-1.0383,-0.8927,0.16862,-0.059966,0,-0.0001458,3.5425e-06,2.3932e-06,666.09,471.21,0
1.9455,-9.3458e-06,-1.0512,-0.8943,0.16972,-0.060934,0,-0.00014793,5.4478e-06,3.271e-06,659.26,463.71,0
0.33516,7.1594e-07,-0.71201,0.37686,0.012562,-0.064756,0,-0.00035096,1.7525e-06,1.4807e-06,227.04,0,0
0.34475,6.9403e-08,-0.74668,0.40193,0.012474,-0.06807,0,-0.00031965,7.4103e-06,7.3357e-06,217.17,0,0
0.30736,1.0494e-05,-0.7242,0.41684,0.009283,-0.066666,0,-0.00032339,-1.1337e-05,-1.0147e-05,221.48,10.043,0
1.931,-4.9108e-06,-1.0383,-0.8927,0.16862,-0.059966,0,-0.00014605,3.4127e-06,2.489e-06,666.09,471.21,0
1.9348,-4.0362e-06,-1.0256,-0.90925,0.16941,-0.058574,0,-0.00014999,2.6383e-06,1.0888e-10,675.85,466.25,0
1.9476,-8.4098e-06,-1.0405,-0.90709,0.17028,-0.059794,0,-0.00014978,4.4276e-06,6.939e-07,667.48,460.52,0
1.2313,0.00064414,-0.72906,-0.50226,0.10542,-0.045083,0,0.00048028,-1.7568e-05,0.00044773,412.25,239.04,0
1.2728,0.00063005,-0.78086,-0.49193,0.10811,-0.049386,0,0.00039979,-6.2577e-07,0.00041455,403.59,244.93,0
1.3396,0.00059096,-0.79307,-0.54648,0.11468,-0.049039,0,0.00046003,1.5344e-05,0.00045854,412,247.66,0
1.931,-4.7363e-06,-1.0383,-0.8927,0.16862,-0.059966,0,-0.00014615,3.7161e-06,2.7567e-06,666.09,471.21,0
1.9455,-9.2476e-06,-1.0512,-0.8943,0.16972,-0.060934,0,-0.00014768,5.3252e-06,3.0035e-06,659.26,463.71,0
1.9476,-8.554e-06,-1.0405,-0.90709,0.17028,-0.059794,0,-0.00014969,4.211e-06,5.0797e-07,667.48,460.52,0
0.9992,0.00070576,-0.60552,-0.39368,0.085107,-0.038004,0,0.0004587,-0.00010014,0.0003685,408.87,222.3,0
1.1043,0.00067488,-0.65438,-0.4499,0.094522,-0.040487,0,0.00048188,-6.7472e-05,0.00039918,412.71,229.41,0
1.1193,0.00067201,-0.69067,-0.4286,0.094946,-0.043838,0,0.00039973,-5.0884e-05,0.00039258,404.13,232.39,0
1.0035,0.00039634,-1.3989,0.39544,0.060634,-0.11899,0,0.00052608,-0.00059698,0.00032912,38.352,253.13,0
0.97378,0.00060783,-1.3829,0.40913,0.058041,-0.11806,0,0.00015847,-0.0007664,0.00031639,46.423,253.49,0
0.90935,0.00041562,-1.3027,0.39339,0.053844,-0.1114,0,4.7689e-05,-0.00049223,0.00029463,43.16,244.94,0
0.38488,1.812e-05,-0.92766,0.54277,0.010971,-0.085606,0,5.5346e-05,-1.9203e-05,-8.0823e-07,53.349,82.386,0
0.38696,2.4917e-05,-0.93144,0.54448,0.011069,-0.085943,0,5.2064e-05,-2.4214e-05,-2.693e-06,61.455,86.214,0
0.38116,1.8862e-05,-0.92829,0.54713,0.010564,-0.08576,0,4.6575e-05,-2.0604e-05,-3.0192e-06,60.15,78.653,0
0.60539,0.00041734,-1.1459,0.54049,0.027095,-0.10264,0,0.00052943,-0.00068903,0.00091863,245.62,202.83,0
0.67784,0.00042012,-1.2477,0.56982,0.031449,-0.11131,0,0.00055782,-0.0007281,0.0009331,240.39,208.53,0
0.74449,0.00043955,-1.3255,0.58101,0.035949,-0.11767,0,0.00050627,-0.00073894,0.00091713,246.52,211.99,0
0.99933,0.00014136,-1.3153,0.31597,0.062827,-0.11054,0,0.00081531,-0.00031874,0.00024007,19.986,252.34,0
1.0279,9.0165e-05,-1.2753,0.24738,0.067063,-0.10577,0,0.00098335,-0.00023948,0.00020758,11.515,256.05,0
1.1106,0.00018878,-1.3815,0.27093,0.072339,-0.11465,0,0.0010397,-0.00034853,0.00027735,18.677,260.95,0
0.38157,7.8221e-05,-0.93098,0.54942,0.010521,-0.086025,0,2.457e-05,-6.0441e-05,-2.73e-05,113.73,112.88,0
0.36698,7.3741e-05,-0.92202,0.55504,0.0092822,-0.085457,0,1.1616e-05,-5.9339e-05,-3.06e-05,119.32,104.99,0
0.37442,6.6395e-05,-0.92806,0.55364,0.0098679,-0.085897,0,1.858e-05,-5.3819e-05,-2.6032e-05,110.16,102.74,0
-0.018141,0.00018624,-0.39355,0.4117,-0.014252,-0.040653,0,-0.00027306,-9.4443e-05,8.7032e-05,295.72,79.696,0
-0.023427,0.00018443,-0.35491,0.37834,-0.013589,-0.03683,0,-0.00030119,-0.00010063,5.8238e-05,301,71.891,0
-0.032488,0.00022276,-0.35638,0.38887,-0.014579,-0.037198,0,-0.00026873,-0.00010922,8.8196e-05,304.22,82.807,0
1.3258,0.00059876,-0.76222,-0.56361,0.11422,-0.046214,0,0.00054721,1.1404e-05,0.00050414,420.69,243.31,0
1.2313,0.00064484,-0.72906,-0.50226,0.10542,-0.045083,0,0.00047936,-2.1349e-05,0.0004439,412.25,239.04,0
1.3396,0.00059039,-0.79307,-0.54648,0.11468,-0.049039,0,0.00046075,1.7885e-05,0.00046112,412,247.66,0
1.3258,0.00060059,-0.76222,-0.56361,0.11422,-0.046214,0,0.00055013,1.1507e-05,0.00050643,420.69,243.31,0
1.4349,0.00052368,-0.83399,-0.60086,0.12333,-0.050943,0,0.00048581,4.9245e-05,0.00050113,418.03,253.05,0
1.3396,0.00058871,-0.79307,-0.54648,0.11468,-0.049039,0,0.00045888,1.7189e-05,0.00046004,412,247.66,0
0.63874,0.00043902,-1.1704,0.53163,0.029802,-0.10434,0,0.00046783,-0.00068866,0.00091022,254.79,203.55,0
0.60539,0.00042849,-1.1459,0.54049,0.027095,-0.10264,0,0.00051896,-0.00069355,0.00091623,245.62,202.83,0
0.74449,0.00043776,-1.3255,0.58101,0.035949,-0.11767,0,0.00050767,-0.0007368,0.00091895,246.52,211.99,0
0.94364,3.8593e-05,-1.2105,0.26689,0.060314,-0.10116,0,0.00084513,-0.00018211,0.00016773,9.3464,249.1,0
0.99933,0.0001431,-1.3153,0.31597,0.062827,-0.11054,0,0.00082029,-0.00032096,0.00024524,19.986,252.34,0
1.0279,9.0046e-05,-1.2753,0.24738,0.067063,-0.10577,0,0.0009825,-0.00023886,0.00020654,11.515,256.05,0
0.9836,2.28e-07,-1.1521,0.16853,0.066313,-0.094239,0,0.0010572,-9.8157e-05,0.00010539,0,255.22,0
0.94364,4.7161e-05,-1.2105,0.26689,0.060314,-0.10116,0,0.00083763,-0.00018633,0.00016852,9.3464,249.1,0
1.0279,8.626e-05,-1.2753,0.24738,0.067063,-0.10577,0,0.00098542,-0.00023643,0.00020688,11.515,256.05,0
0.63874,0.00044486,-1.1704,0.53163,0.029802,-0.10434,0,0.00046541,-0.00068286,0.00090792,254.79,203.55,0
0.74449,0.00043585,-1.3255,0.58101,0.035949,-0.11767,0,0.00050357,-0.00073879,0.00091481,246.52,211.99,0
0.78062,0.00045213,-1.3554,0.57474,0.038776,-0.11986,0,0.0004206,-0.00072919,0.00089282,256.64,213.22,0
0.38488,1.7971e-05,-0.92766,0.54277,0.010971,-0.085606,0,5.5305e-05,-1.9044e-05,-8.7748e-07,53.349,82.386,0
0.38696,2.5089e-05,-0.93144,0.54448,0.011069,-0.085943,0,5.2116e-05,-2.4393e-05,-2.6195e-06,61.455,86.214,0
0.3916,2.3406e-05,-0.9307,0.5391,0.011575,-0.085757,0,6.228e-05,-2.2132e-05,7.7404e-08,53.29,89.969,0
0.74449,0.00043563,-1.3255,0.58101,0.035949,-0.11767,0,0.00050433,-0.00073478,0.00091073,246.52,211.99,0
0.78062,0.00044479,-1.3554,0.57474,0.038776,-0.11986,0,0.00041417,-0.00072462,0.00088992,256.64,213.22,0
0.87966,0.00045333,-1.4995,0.61979,0.044572,-0.13222,0,0.00045979,-0.00077009,0.00087536,250.13,220.75,0
-0.98682,0.0019009,0.22394,0.76289,-0.095803,-0.00069629,0,0.0018902,-0.00057721,-0.00021229,479.61,143.16,0
-0.66268,0.0016235,0.11684,0.54583,-0.065387,-0.0038948,0,0.0015958,-0.0006343,-0.00011676,471.51,150.05,0
-0.68672,0.0018226,0.11493,0.57179,-0.067953,-0.0046648,0,0.0019132,-0.00047657,0.00017264,481.51,150.83,0
-0.38774,0.0013587,0.001633,0.3861,-0.040355,-0.0090987,0,0.0014818,-0.00041252,0.00019818,474.34,159.01,0
-0.66268,0.0015399,0.11684,0.54583,-0.065387,-0.0038948,0,0.0015119,-0.00062975,-0.00010826,471.51,150.05,0
-0.68672,0.0016926,0.11493,0.57179,-0.067953,-0.0046648,0,0.0017823,-0.00047225,0.00018865,481.51,150.83,0
0.85215,0.00011321,-1.2208,0.36868,0.050457,-0.1044,0,0.0004538,-0.00025581,0.00022628,24.716,236.09,0
0.90571,7.2033e-05,-1.2332,0.32751,0.055649,-0.10439,0,0.00067039,-0.00024563,0.00021044,17.136,243.65,0
0.92952,0.00016047,-1.2967,0.36723,0.056134,-0.11031,0,0.00055618,-0.0003436,0.00025477,27.421,245.19,0
-0.98682,0.0017921,0.22394,0.76289,-0.095803,-0.00069629,0,0.0016397,-0.00064689,-0.00044835,479.61,143.16,0
-0.9912,0.0015441,0.22395,0.76725,-0.096258,-0.00079911,0,0.0015689,-0.00057916,-0.00047154,470.48,140.02,0
-0.66268,0.0016302,0.11684,0.54583,-0.065387,-0.0038948,0,0.0015967,-0.00062757,-0.00011699,471.51,150.05,0
0.82209,0.00020922,-1.2083,0.38617,0.047719,-0.10384,0,0.00027656,-0.00025191,0.00023859,33.378,231.25,0
0.76428,0.00017379,-1.1545,0.39019,0.043383,-0.099719,0,0.00026482,-0.00018815,0.00018703,32.726,221.86,0
0.79279,0.00029086,-1.18,0.38724,0.045552,-0.10165,0,0.00016542,-0.00023104,0.00020263,40.297,226.95,0
0.78799,0.00011055,-1.1661,0.37812,0.045489,-0.10034,0,0.00036147,-0.00020264,0.0002067,25.321,226.5,0
0.82209,0.00019952,-1.2083,0.38617,0.047719,-0.10384,0,0.00028637,-0.00025201,0.00023714,33.378,231.25,0
0.76428,0.00018257,-1.1545,0.39019,0.043383,-0.099719,0,0.00025608,-0.00018904,0.00018735,32.726,221.86,0
-0.93254,-9.2863e-05,0.28823,0.64431,-0.088126,0.0071715,0,-2.4356e-05,-8.6038e-05,8.1045e-06,506.74,75.014,0
-0.93268,-0.00010968,0.28983,0.64284,-0.08809,0.0073323,0,-5.1711e-05,-8.6993e-05,2.6561e-05,495.27,80.45,0
-0.92171,-0.00010665,0.29593,0.62578,-0.086756,0.0082176,0,-3.813e-05,-9.5071e-05,3.7044e-07,497.74,70.484,0
4.8083,0.00070983,-5.1195,0.3111,0.34028,-0.40829,0,0.00056592,-0.00061756,-0.00038049,240.33,417.5,0
4.6524,0.00072171,-5.0534,0.40101,0.3261,-0.40526,0,0.00046483,-0.00061074,-0.0003061,249.68,413.26,0
4.7383,0.00066566,-5.0926,0.35428,0.33382,-0.40722,0,0.00043012,-0.00064729,-0.00037399,251.92,421.94,0
1.3572,-0.00027461,-0.62845,-0.72871,0.12169,-0.031794,0,0.0020061,-0.00065607,-0.00018385,652.87,157.91,0
1.4734,-0.00019422,-0.62061,-0.85278,0.13405,-0.028215,0,0.0013943,-0.00071146,0.00027127,648.56,164.45,0
1.5023,-0.00014969,-0.78983,-0.71243,0.13174,-0.044819,0,0.0017455,-0.00042198,-8.0987e-05,657.56,165.84,0
0.38116,1.8858e-05,-0.92829,0.54713,0.010564,-0.08576,0,4.6596e-05,-2.0603e-05,-3.0305e-06,60.15,78.653,0
0.37729,1.929e-05,-0.92825,0.55096,0.010161,-0.085848,0,3.8101e-05,-2.1672e-05,-5.0699e-06,66.774,74.819,0
0.37661,1.3586e-05,-0.9258,0.5492,0.010167,-0.085614,0,4.2054e-05,-1.7235e-05,-2.9976e-06,58.936,71.66,0
1.2101,0.0014399,-0.23753,-0.97261,0.11865,0.0046435,0,0.00048491,-0.0010435,0.0010583,637.76,150.37,0
1.3732,2.0708e-05,-0.43425,-0.93892,0.12946,-0.011564,0,0.00097841,-0.0012421,0.00063344,641.46,158.51,0
1.221,-0.0010777,-0.38219,-0.83881,0.11524,-0.0098804,0,0.0025885,-0.0015917,0.00072687,647.7,150.84,0
0.37729,1.9099e-05,-0.92825,0.55096,0.010161,-0.085848,0,3.7989e-05,-2.1513e-05,-5.1066e-06,66.774,74.819,0
0.37661,1.3702e-05,-0.9258,0.5492,0.010167,-0.085614,0,4.2123e-05,-1.7331e-05,-2.9759e-06,58.936,71.66,0
0.37287,1.1825e-05,-0.92516,0.55229,0.0097973,-0.085638,0,3.4805e-05,-1.6548e-05,-4.0957e-06,62.823,66.001,0
4.596,0.0015259,-4.9948,0.3988,0.32207,-0.40063,0,0.0022867,-0.00033127,0.0013646,120.77,385.92,0
4.2925,0.0013572,-4.7916,0.4991,0.29682,-0.38711,0,0.0023051,-0.00028053,0.0015611,115.66,380.74,0
4.2772,0.0013359,-4.798,0.52078,0.29502,-0.38813,0,0.0020406,-0.00041042,0.0014445,124.63,377.28,0
4.0012,0.0010391,-4.6036,0.60241,0.27237,-0.37486,0,0.0018158,-0.00024644,0.0014477,119.87,371.67,0
4.2925,0.0013779,-4.7916,0.4991,0.29682,-0.38711,0,0.002308,-0.00025297,0.0015426,115.66,380.74,0
4.2772,0.0013245,-4.798,0.52078,0.29502,-0.38813,0,0.0020052,-0.00038838,0.0014045,124.63,377.28,0
4.0029,0.0011139,-4.5913,0.5884,0.27293,-0.37356,0,0.0021603,-0.00016309,0.0015954,110.8,375.77,0
4.0012,0.0010273,-4.6036,0.60241,0.27237,-0.37486,0,0.0018366,-0.00024428,0.0014649,119.87,371.67,0
4.2925,0.0013884,-4.7916,0.4991,0.29682,-0.38711,0,0.0022918,-0.00025283,0.0015304,115.66,380.74,0
3.3224,0.00074409,-3.3231,0.00074127,0.24184,-0.26022,0,-0.00023552,-0.00047825,7.7675e-05,344.96,360.65,0
3.2175,0.00070441,-3.1804,-0.037069,0.2354,-0.24814,0,-0.00027614,-0.00043057,-5.9123e-05,355.52,356.92,0
3.2792,0.00075945,-3.2483,-0.030908,0.2397,-0.2536,0,-0.00031684,-0.00047765,-3.741e-05,352.92,363.8,0
3.3224,0.00074077,-3.3231,0.00074127,0.24184,-0.26022,0,-0.0002441,-0.00048255,8.6685e-05,344.96,360.65,0
3.3852,0.00082011,-3.3859,0.0007883,0.24641,-0.26514,0,-0.00032141,-0.00050928,4.4777e-05,345.37,370.19,0
3.2792,0.00076018,-3.2483,-0.030908,0.2397,-0.2536,0,-0.00031498,-0.00047673,-3.9358e-05,352.92,363.8,0
4.1622,0.0010432,-4.6992,0.537,0.28614,-0.38078,0,0.0005388,-0.00085296,0.00040562,230.68,374.35,0
4.2156,0.00104,-4.7501,0.53452,0.2901,-0.3847,0,0.00067859,-0.00088077,0.00045034,221.47,374.3,0
4.3444,0.0010473,-4.8561,0.51162,0.30021,-0.39246,0,0.00057487,-0.00090916,0.0003675,225.04,381.39,0
4.0003,0.0010215,-4.5688,0.56852,0.27337,-0.37132,0,0.00064168,-0.00078992,0.00047871,227.65,365.79,0
4.1622,0.0010473,-4.6992,0.537,0.28614,-0.38078,0,0.0005429,-0.00085031,0.00040292,230.68,374.35,0
4.2156,0.0010463,-4.7501,0.53452,0.2901,-0.3847,0,0.00068482,-0.00088361,0.00045313,221.47,374.3,0
3.3852,0.00080701,-3.3859,0.0007883,0.24641,-0.26514,0,-0.00031678,-0.00051534,3.6397e-05,345.37,370.19,0
3.3283,0.00086132,-3.2805,-0.047801,0.2438,-0.25572,0,-0.00043784,-0.00051877,-8.3681e-05,355.88,376.91,0
3.279,0.00081331,-3.2321,-0.046889,0.24018,-0.25195,0,-0.00038172,-0.00048171,-7.8844e-05,356.21,368.89,0
3.3852,0.00080688,-3.3859,0.0007883,0.24641,-0.26514,0,-0.00032601,-0.00051946,4.6509e-05,345.37,370.19,0
3.443,0.00087442,-3.4438,0.00082345,0.25062,-0.26967,0,-0.00039595,-0.00054857,1.7354e-05,346.08,379.71,0
3.3283,0.00085903,-3.2805,-0.047801,0.2438,-0.25572,0,-0.00043443,-0.00051466,-8.8501e-05,355.88,376.91,0
1.5057,0.00047122,-0.91201,-0.59372,0.12827,-0.057222,0,0.00034481,4.7746e-05,0.00035914,403.63,266.24,0
1.5208,0.00044475,-0.89244,-0.62833,0.13045,-0.054863,0,0.00041943,7.4808e-05,0.00046846,415.53,262.1,0
1.5957,0.00034934,-0.93991,-0.65583,0.13677,-0.057923,0,0.00036096,8.7332e-05,0.00043168,415.15,270.39,0
1.5057,0.00047553,-0.91201,-0.59372,0.12827,-0.057222,0,0.00034974,4.8466e-05,0.00036163,403.63,266.24,0
1.5208,0.00044393,-0.89244,-0.62833,0.13045,-0.054863,0,0.00041997,7.2802e-05,0.00047037,415.53,262.1,0
1.4092,0.0005472,-0.84392,-0.56525,0.12034,-0.052571,0,0.00041271,3.7841e-05,0.00043673,408.49,254.95,0
4.0004,0.0010281,-4.5747,0.57426,0.27319,-0.37192,0,0.00078815,-0.00083949,0.00052695,217.85,364.02,0
4.0003,0.0010214,-4.5688,0.56852,0.27337,-0.37132,0,0.00066111,-0.00078377,0.0004991,227.65,365.79,0
4.2156,0.0010496,-4.7501,0.53452,0.2901,-0.3847,0,0.00068355,-0.0008805,0.00045289,221.47,374.3,0
3.7054,0.0010282,-4.2485,0.54306,0.2527,-0.34564,0,0.00026163,-0.00063692,0.00043837,251.94,355.14,0
3.8255,0.0010012,-4.326,0.50053,0.26277,-0.35069,0,0.00014345,-0.0006757,0.00040243,258.34,364.65,0
3.6646,0.0010513,-4.1511,0.48643,0.25151,-0.33665,0,0.00011198,-0.00062076,0.00046156,263.35,355.83,0
3.7054,0.0010251,-4.2485,0.54306,0.2527,-0.34564,0,0.0002601,-0.00062331,0.00042504,251.94,355.14,0
3.6646,0.00105,-4.1511,0.48643,0.25151,-0.33665,0,0.00010987,-0.00062716,0.00046817,263.35,355.83,0
3.5735,0.0010779,-4.1038,0.53023,0.2435,-0.334,0,0.00019621,-0.00059237,0.00048601,257.67,348.63,0
3.5704,0.0010368,-3.9976,0.42722,0.24651,-0.32322,0,3.0299e-05,-0.00063704,0.00055523,273.39,352.39,0
3.6646,0.0010276,-4.1511,0.48643,0.25151,-0.33665,0,0.00013117,-0.00060556,0.00045353,263.35,355.83,0
3.6941,0.00098049,-4.1247,0.43059,0.2554,-0.33325,0,4.1476e-05,-0.00061066,0.00043207,272.78,360.83,0
0.99933,0.00014435,-1.3153,0.31597,0.062827,-0.11054,0,0.00082246,-0.00032166,0.0002454,19.986,252.34,0
0.92952,0.00016805,-1.2967,0.36723,0.056134,-0.11031,0,0.00055162,-0.00035167,0.00024929,27.421,245.19,0
1.0094,0.0002501,-1.3751,0.36577,0.061994,-0.11641,0,0.00068095,-0.00044266,0.00028371,30.138,252.72,0
0.34273,0.00018817,-0.86127,0.51854,0.0086639,-0.079829,0,8.4588e-05,-0.00013424,0.00013725,228.49,162.3,0
0.37467,0.00016956,-0.89318,0.5185,0.01099,-0.082326,0,9.7555e-05,-0.00012868,0.00015828,227.61,170.97,0
0.35036,0.00019972,-0.86244,0.51208,0.0094218,-0.079766,0,9.5171e-05,-0.0001391,0.00016218,235.54,164.65,0
0.37467,0.0001692,-0.89318,0.5185,0.01099,-0.082326,0,9.717e-05,-0.00012896,0.00015796,227.61,170.97,0
0.38983,0.00017694,-0.90306,0.51323,0.012259,-0.082974,0,0.0001114,-0.0001326,0.00018796,234.06,174.57,0
0.35036,0.00020018,-0.86244,0.51208,0.0094218,-0.079766,0,9.5367e-05,-0.00013867,0.00016228,235.54,164.65,0
3.5128,0.0011595,-3.9963,0.48347,0.24055,-0.32446,0,4.2066e-05,-0.000636,0.00058561,265.28,346.71,0
3.6646,0.0010091,-4.1511,0.48643,0.25151,-0.33665,0,0.00014862,-0.0005944,0.00043816,263.35,355.83,0
3.5735,0.0010453,-4.1038,0.53023,0.2435,-0.334,0,0.00022454,-0.00056569,0.0004647,257.67,348.63,0
3.5128,0.0011256,-3.9963,0.48347,0.24055,-0.32446,0,7.6168e-05,-0.00064252,0.00059346,265.28,346.71,0
3.5704,0.0010335,-3.9976,0.42722,0.24651,-0.32322,0,4.3485e-05,-0.00065942,0.000581,273.39,352.39,0
3.6646,0.0010338,-4.1511,0.48643,0.25151,-0.33665,0,0.00012477,-0.00058719,0.0004351,263.35,355.83,0
0.0007109,0.0004306,-0.33595,0.33524,-0.010478,-0.034316,0,-0.00016256,-0.00017922,0.00018292,330.33,123.38,0
0.00072809,0.00038508,-0.37181,0.37108,-0.011603,-0.037981,0,-0.00016261,-0.00016112,0.00018014,321.33,119.21,0
-0.040519,0.00037492,-0.29145,0.33197,-0.013377,-0.030753,0,-0.00021405,-0.00015755,0.00014498,328.74,109.83,0
4.8909,-0.00031492,-5.2422,0.35135,0.34502,-0.41886,0,-0.00036196,-0.00030096,-0.00021026,242.17,465.74,0
4.9489,-0.00024343,-5.2499,0.30107,0.35082,-0.41826,0,-0.00022207,-0.00022011,-6.4952e-05,235.58,460.18,0
4.9237,-0.00022426,-5.2518,0.32811,0.34814,-0.41906,0,-0.00019337,-0.00029477,-0.00021899,234.36,467.34,0
0.38157,7.8236e-05,-0.93098,0.54942,0.010521,-0.086025,0,2.4576e-05,-6.0473e-05,-2.7329e-05,113.73,112.88,0
0.37442,6.6383e-05,-0.92806,0.55364,0.0098679,-0.085897,0,1.8585e-05,-5.3806e-05,-2.6025e-05,110.16,102.74,0
0.38751,6.988e-05,-0.93576,0.54824,0.010991,-0.086371,0,3.0983e-05,-5.437e-05,-2.2507e-05,103.95,109.59,0
5.7459,-1.5456e-06,-3.7424,-2.0035,0.48123,-0.24515,0,0.0023824,-7.1919e-05,-7.2143e-05,29.614,481,0
5.799,-9.9455e-06,-3.9856,-1.8134,0.47913,-0.26874,0,0.0023846,-0.00013915,-0.00014351,39.486,481,0
5.5171,-0.00013843,-3.8046,-1.7125,0.45543,-0.25697,0,0.0022555,-0.0001117,-9.5416e-05,34.599,469.92,0
4.8909,-0.0003371,-5.2422,0.35135,0.34502,-0.41886,0,-0.00037682,-0.00028098,-0.00019895,242.17,465.74,0
4.9489,-0.00022864,-5.2499,0.30107,0.35082,-0.41826,0,-0.00021358,-0.00023368,-7.106e-05,235.58,460.18,0
4.9409,-0.00033634,-5.2414,0.30048,0.35026,-0.41758,0,-0.00040038,-0.00019355,1.5507e-05,244.12,457.63,0
-0.5242,-6.6033e-05,0.26114,0.26306,-0.046424,0.014161,0,-7.4388e-05,-0.00028987,-0.00028654,412.82,16.983,0
-0.51313,-9.4171e-05,0.25885,0.25428,-0.045343,0.014191,0,-8.0298e-05,-0.00029514,-0.00030303,408.75,25.305,0
-0.55976,-8.998e-05,0.26922,0.29053,-0.049876,0.014137,0,-9.0217e-05,-0.00028914,-0.00028228,416.64,24.864,0
0.76428,0.00017941,-1.1545,0.39019,0.043383,-0.099719,0,0.00025973,-0.00019628,0.00019481,32.726,221.86,0
0.79279,0.0002855,-1.18,0.38724,0.045552,-0.10165,0,0.00017372,-0.00022188,0.00019149,40.297,226.95,0
0.74214,0.00024451,-1.1368,0.39467,0.041631,-0.098444,0,0.00018034,-0.00017149,0.0001416,40.05,218.07,0
2.134,6.0012e-05,-1.1629,-0.97109,0.18586,-0.067848,0,-6.5649e-05,-6.5532e-05,3.4252e-05,585.63,342.41,0
